106.5,260.62,65.33,58.58
105.2,263.31,66.16,59.40
121.3,260.62,65.57,58.65
104.7,263.31,66.49,59.55
93.0,260.62,64.10,58.07
107.9,263.31,64.45,57.64
106.2,260.62,65.57,58.11
119.7,263.31,66.45,59.55
106.8,260.62,65.18,58.29
106.1,263.31,65.59,58.99
105.2,260.64,66.16,58.50
104.4,263.33,66.65,59.79
119.5,260.64,66.71,60.24
103.5,263.33,67.23,59.57
106.8,260.64,65.13,57.54
102.7,263.58,67.82,59.45
106.3,260.89,65.45,58.04
100.9,263.58,69.00,59.50
103.4,260.89,67.46,59.63
121.1,263.58,65.65,58.18
91.1,260.89,65.47,57.57
104.8,263.58,66.45,58.84
106.7,260.89,65.27,57.49
104.5,263.58,66.65,59.05
121.2,260.89,65.39,57.81
104.9,263.58,66.35,58.97
105.2,260.89,66.18,58.25
102.6,263.58,67.88,60.12
106.6,260.89,65.26,57.34
104.0,263.58,66.94,59.63
120.9,260.89,65.59,57.76
104.9,263.58,66.30,58.75
107.5,260.89,64.75,57.73
106.5,263.58,65.30,59.09
104.3,260.89,66.82,59.41
105.1,263.58,66.18,59.22
121.6,260.89,65.42,58.30
105.4,263.58,66.05,59.49
104.5,260.89,66.62,59.70
102.6,263.58,67.82,60.84
107.4,260.89,64.80,57.91
104.7,263.58,66.44,59.01
120.8,260.89,65.85,58.96
104.9,263.58,66.38,60.02
104.2,260.89,66.92,60.55
119.1,263.58,66.83,60.10
91.4,260.89,65.26,58.35
119.1,263.58,66.77,59.82
106.9,260.89,65.14,58.26
103.2,263.58,67.49,60.72
107.4,260.89,64.83,58.04
119.3,263.58,66.73,60.41
105.1,260.89,66.35,59.82
104.6,263.58,66.58,59.73
105.7,260.89,65.87,58.93
104.0,263.59,66.98,60.37
106.4,260.91,65.43,58.52
119.2,263.59,66.81,60.22
121.1,260.91,65.81,60.27
91.5,263.59,65.28,58.75
117.6,260.91,67.75,61.47
103.2,263.59,67.47,60.66
107.0,260.91,65.02,58.13
117.2,263.59,67.91,61.29
91.8,260.91,64.95,58.11
117.7,263.59,67.58,59.80
106.2,260.92,65.54,58.88
101.6,263.61,68.61,62.21
121.4,260.92,65.56,58.61
105.2,263.61,66.17,59.52
106.1,260.92,65.60,58.76
105.7,263.61,65.87,59.23
105.2,260.92,66.14,59.27
105.7,263.61,75.31,68.38
109.5,260.92,72.65,65.01
101.9,263.61,68.36,61.58
117.0,260.92,68.13,60.75
102.8,263.61,67.70,60.01
106.0,260.92,65.65,57.70
103.9,263.61,66.99,59.07
106.1,260.92,65.62,57.74
104.7,263.61,66.49,58.76
120.6,260.92,65.94,57.60
88.8,263.61,67.18,59.03
108.3,260.92,64.27,57.33
103.2,263.61,67.54,60.03
108.0,260.92,64.44,57.50
120.7,263.61,65.87,59.06
107.3,260.92,64.85,57.95
103.1,263.61,67.53,60.80
106.8,260.92,65.20,58.29
104.0,263.61,66.93,59.91
116.1,260.92,68.51,58.79
103.8,263.61,67.05,60.00
106.5,260.92,65.33,57.71
120.2,263.61,65.98,59.32
92.1,260.92,64.76,58.04
121.7,263.62,65.34,58.70
105.1,260.94,66.21,59.24
99.0,263.62,70.32,60.62
107.5,260.94,64.75,57.75
103.3,263.62,67.36,60.39
107.2,260.94,64.89,57.83
106.9,263.62,65.10,58.51
119.8,260.94,66.41,59.40
104.9,263.62,66.37,59.63
105.8,260.94,65.77,58.57
103.3,263.62,67.35,60.37
122.4,260.94,64.99,58.17
88.6,263.62,67.36,60.62
119.9,260.94,66.35,58.89
104.6,263.62,66.53,59.93
106.9,260.95,65.11,58.15
120.0,263.64,66.27,59.49
107.3,260.95,64.88,58.11
88.8,263.64,67.18,60.49
120.4,260.95,66.06,59.22
103.4,263.64,67.36,60.57
106.6,260.95,65.28,58.44
115.9,263.64,68.56,61.76
90.4,260.95,65.96,58.76
121.7,263.64,65.36,58.99
105.5,260.95,66.00,58.85
104.6,263.64,66.56,59.79
105.1,260.95,66.20,58.24
110.4,263.64,72.05,61.35
107.2,260.95,64.98,57.97
117.4,263.64,67.74,60.46
91.8,260.95,65.00,58.01
107.1,263.64,64.99,58.20
107.1,260.95,65.00,57.68
103.7,263.64,67.15,59.69
124.7,260.95,63.78,57.69
108.3,263.64,64.24,58.36
102.8,260.95,67.70,59.90
103.6,263.64,67.23,60.86
103.6,260.95,67.31,59.76
102.1,263.64,68.17,61.10
121.3,260.95,65.58,57.52
105.2,263.64,66.16,58.55
104.5,260.95,66.62,58.50
103.2,263.64,67.45,59.20
122.9,260.95,64.66,57.28
103.0,263.64,67.56,59.64
106.0,260.95,65.64,57.66
105.8,263.64,65.75,58.13
90.6,260.95,65.86,57.75
119.4,263.64,66.62,58.74
105.8,260.95,65.80,58.21
94.3,263.64,73.87,66.13
118.8,260.95,75.38,68.31
104.2,263.64,66.74,58.91
104.6,260.95,66.48,58.77
106.9,263.64,65.10,57.37
89.9,260.95,66.35,58.45
123.0,263.64,64.64,57.22
